contact_id,name,email,phone,account,region,deal_value,stage,last_activity,owner
CON-10507,Miguel Cannon,brandongarcia@example.org,5438256464738,Neal-White,APAC,412866.73,Qualified,2025-10-21,Joseph Parker
CON-10508,Sean Hernandez,xferguson@example.org,3367792815304,Lawrence and Sons,South,495153.86,Qualified,2026-02-25,Katherine Huang
CON-10509,Michael Graham,nortonjoanna@example.org,8690690290942,"Rose, Horne and Stone",APAC,22595.64,Closed Lost,2025-06-27,Brad Hebert
CON-10510,Alexis Parks,michael37@example.net,1015398142268,Woods-Perry,North,490155.45,Closed Lost,2024-10-04,Jason Martinez
CON-10511,Richard Roberts,imurray@example.org,5263635448429,Stone Group,APAC,42420.93,Qualified,2025-12-08,Leonard Green
CON-10512,Kathleen Montgomery,james09@example.net,5036159782311,Martin Ltd,West,126636.78,Closed Won,2025-04-15,Jennifer Sims
CON-10513,Bridget Wilkins,,3348205615301,Smith-Sharp,East,461133.9,Qualified,2025-04-27,Kathryn Bryan
CON-10514,Laura Smith,mitchellchelsea@example.net,1178521713060,Morris Ltd,North,243032.44,Qualified,2025-05-03,Shirley Berger
CON-10515,Jesse White,bflores@example.org,8609398083891,"Ortega, Schaefer and Washington",North,168074.47,Proposal,2024-11-12,Heather Norton
CON-10516,Annette Owens,brittanysmith@example.net,8165415122285,"Lopez, Castro and Ellis",South,447633.28,Closed Lost,2025-05-26,Patricia Young
CON-10517,Jackson Hawkins,bushanita@example.com,2708036119734,Green Inc,APAC,471562.58,Closed Won,2024-12-29,Lisa Greer
CON-10518,Joseph Smith,,1660127204664,"Walker, Martinez and Rios",West,34951.61,Proposal,2025-10-03,
CON-10519,Dawn Johnson,jeffrey18@example.net,3541858117110,Hamilton-Gibson,West,282801.83,Prospect,2025-02-20,
CON-10520,Carla Perez,matthew39@example.org,3387666771327,Williams and Sons,APAC,35880.59,Prospect,2025-07-01,David Johnson
CON-10521,Anna Smith,michele26@example.net,5803385062211,"Long, Flowers and Vargas",East,489417.0,Qualified,2025-08-07,Robert Adams II
CON-10522,Michael Pacheco,hendrixashley@example.com,4058232903927,Oconnell Ltd,West,321985.95,Prospect,2024-06-13,Paul Campbell
CON-10523,Andrea Foley,saundersrobert@example.org,3826758297714,"Hall, Lopez and Henry",North,462576.95,Qualified,2025-12-03,Stephanie Stephens
CON-10524,Daniel Garrett,,4846382621548,Williams Ltd,West,174494.2,Proposal,2024-06-15,John Taylor
CON-10525,Tracy Martinez,melissahensley@example.net,0987857098734,Hernandez-Rivera,West,207876.4,Closed Lost,2026-04-07,Kenneth Franco
CON-10526,Bob Brown,kelleydonna@example.org,,Terry PLC,South,249162.31,Prospect,2025-01-17,Robert Quinn
CON-10527,Charles Hobbs,deandebra@example.net,3325363586626,"Huffman, Haas and Anderson",APAC,335204.88,Proposal,2025-10-05,Ryan Freeman
CON-10528,Harold Sanford,dorseyjoseph@example.com,2458657373516,"Campbell, Morse and Mann",East,221421.39,Prospect,2024-07-16,Paige Ward
CON-10529,Brian Morris,yrusso@example.net,,Evans-Perez,East,182925.97,Qualified,2026-02-18,Ronald Riley
CON-10530,Christopher Coffey,mark74@example.org,0625730977949,"Romero, Proctor and Lopez",North,442410.25,Proposal,2025-06-08,Alexis Hill
CON-10531,Julie Hoover,diane35@example.org,4998297835404,Cobb-Miller,West,496301.84,Qualified,2024-09-21,
CON-10532,Ryan Harrison,gsmith@example.org,2826270005274,"Delacruz, Bowman and Baldwin",APAC,161031.86,Closed Lost,2024-11-14,Jimmy Young
CON-10533,Eric Valenzuela,michaeladams@example.org,1307978232057,Nelson Group,West,337360.03,Closed Lost,2025-07-26,Julie Choi
CON-10534,Wendy Fox,elizabethstanley@example.org,1589918848271,Bowman-Nguyen,West,203123.62,Prospect,2025-12-18,Taylor Walker
CON-10535,Robert Winters,steelenicholas@example.org,3579252170417,Wilson-Moore,West,387775.9,Qualified,2024-12-06,Laura Shaffer
CON-10536,Cody Charles,qpatterson@example.net,7423482786552,Gilbert Ltd,North,351265.21,Closed Lost,2026-01-20,Nicholas Bruce
CON-10537,Mary Hall,wdavidson@example.net,6773403944290,"Calhoun, Perez and Scott",West,204140.73,Qualified,2025-07-11,Marissa Jones
CON-10538,Keith Stewart,kennethmccormick@example.org,,Johnson-Cunningham,East,148667.2,Proposal,2025-08-09,Melissa Wilkerson
CON-10539,Ashley Scott,jennifer01@example.org,2855385716106,Miller and Sons,North,88654.03,Proposal,2024-06-20,Kevin Henry
CON-10540,Michelle Craig,john07@example.org,5976919510044,Walker-Keller,East,369068.35,Qualified,2024-11-19,Lisa Martinez
CON-10541,Joshua Lopez,whitephillip@example.com,8282553259692,Huerta LLC,North,11714.93,Qualified,2024-12-13,Andrea Lawrence
CON-10542,Cody Mcbride,michaelthompson@example.org,9013208385489,Cuevas PLC,East,199704.53,Closed Lost,2025-03-13,Benjamin Kennedy
CON-10543,Michael Ward,geraldtucker@example.net,3035964602909,Smith PLC,APAC,68545.66,Closed Won,2026-03-05,Richard Villanueva
CON-10544,Cheryl Ross,lanejeffrey@example.net,5208202675773,Clark LLC,North,141488.33,Closed Won,2025-06-12,Deborah Mccall
CON-10545,Thomas Fowler,mhicks@example.org,9181379966036,"Wilkerson, Bradshaw and Yang",East,195596.76,Closed Won,2026-01-01,Justin Brock
CON-10546,Charles Wright,csandoval@example.com,0382094695223,Hood-Riley,APAC,321074.71,Closed Lost,2025-11-14,Brittany Daniels
CON-10547,Darrell Stewart,aanthony@example.net,1972111616105,"Walter, Duarte and Waters",APAC,312182.65,Closed Lost,2025-03-23,Crystal Watson
CON-10548,Kelly Rodriguez,patrickbriana@example.com,9631735612018,Cox-Smith,North,470229.47,Closed Lost,2025-10-15,Laura Sparks
CON-10549,Carolyn Wood,yblair@example.net,4921313739754,"Edwards, Collins and Gonzalez",South,76728.9,Closed Won,2025-07-21,Kathy Hernandez
CON-10550,Maria Warren,jmckinney@example.com,2789186594713,"Barron, Curtis and Terry",West,31926.42,CLOSED WON,2025-11-25,Rebecca Rivera
CON-10551,Edward Jones,jonesmatthew@example.org,7703522981974,Fitzpatrick-Douglas,South,283058.71,Closed Won,2025-01-12,Joseph Brown
CON-10552,Rachel Hall,melissa19@example.org,,Ford-Burgess,West,197947.84,Prospect,2026-03-28,Jeffrey Grant
CON-10553,Ashley Forbes,rachelmason@example.com,6153299386204,Wilkerson-Gonzalez,East,46994.68,Closed Won,2025-11-20,Heather Peters
CON-10554,Kim Lee,rebeccamorris@example.com,3655041141742,Anthony and Sons,APAC,277976.99,Closed Won,2026-04-02,Edward Buchanan
CON-10555,Daniel Wiggins,corywoods@example.net,7497683672544,"Moore, Carter and Klein",APAC,455809.22,Qualified,2026-04-12,Christina Ho
CON-10556,Dr. Billy Lee,johnrodriguez@example.net,,Hampton LLC,APAC,441527.7,Prospect,2025-12-01,Catherine Martin
CON-10557,Michael Guerra,danielle39@example.com,1378705592653,Lambert-Kramer,East,400824.94,Prospect,2024-09-18,Ashley Johnson
CON-10558,Latoya Peterson,yburns@example.net,2851919128816,Ball Ltd,East,451560.5,Qualified,2026-02-07,Matthew Cooper
CON-10559,Joann Rogers,amyfarmer@example.org,2948994003619,"Gray, Jefferson and Griffin",East,123718.42,Prospect,2025-07-22,Emma Lang
CON-10560,Samantha Coleman,johnsonjohn@example.org,9595005531628,Wright-Nielsen,East,196499.57,Closed Lost,2024-06-29,
CON-10561,Katherine Cochran,tara66@example.com,2648575881192,Ramos-Mccall,South,139953.18,Prospect,2025-05-29,Carlos Miller
CON-10562,Leonard Hudson,donaldterrell@example.net,7597923025083,Rodriguez Ltd,West,334054.26,Qualified,2025-04-08,Jeremy Brown
CON-10563,Amber Joseph,steven10@example.net,9843060835969,"Hunter, Lawrence and Brooks",West,292141.32,Closed Won,2025-07-26,Michelle Herrera
CON-10564,Tina Jackson,shannonsanders@example.org,4042903886695,"Mays, Smith and Henderson",North,235341.62,Proposal,2024-12-25,Kristen Brooks MD
CON-10565,Alexandra Gallegos,hudsonpatricia@example.net,2348796277515,"Sloan, Taylor and Aguilar",West,307325.42,Proposal,2025-04-14,Tamara Brown
CON-10566,Mr. Tony Burnett,sararitter@example.com,8962687899008,"Carter, Houston and Miles",North,256466.42,Closed Lost,2025-02-25,Nicole White
CON-10567,James Donovan,jacquelinemelendez@example.net,5224902513896,"Peterson, Ross and Lee",West,337874.66,Proposal,2026-04-21,Angela Cook
CON-10568,Justin Brooks,orussell@example.com,4597093139318,Martinez Group,North,301276.1,Proposal,2025-01-24,Jeremy Christensen
CON-10569,Margaret Roberts,hectorfloyd@example.com,8274568828996,Rollins PLC,West,389035.94,Closed Lost,2026-02-21,Daniel Castro
CON-10570,Sean Charles,watkinsmichael@example.net,0560081229862,Knight Group,APAC,366634.43,Prospect,2024-08-04,Lydia Gardner
CON-10571,Kevin Richardson,kbishop@example.com,5061457494228,"Wright, Mcknight and Foster",West,137112.48,Qualified,2025-01-21,Katherine Martinez
CON-10572,Robert Watson,scotthernandez@example.com,,Mcgee-Russell,West,347795.58,Closed Won,2025-05-29,Paul Jackson
CON-10573,Ryan Vang,cgill@example.org,7759575199585,Mcmahon-Lewis,East,91120.41,Proposal,2025-09-25,Jonathan Browning MD
CON-10574,David Anderson,theresa99@example.net,6964343909496,Moreno Inc,North,483974.29,Closed Lost,2024-09-07,Ashley Harrington
CON-10575,James Gonzales,melindadean@example.net,8338335371086,Morales Inc,North,237458.7,Closed Lost,2026-03-19,Eric Beck
CON-10576,Lisa Shah,campbellkelsey@example.com,8987036230936,Williams and Sons,South,75980.53,Qualified,2026-01-30,Kevin Davis
CON-10577,Mrs. Stacey Roach,alexandercarlos@example.net,7017219464230,Ortiz Ltd,APAC,123808.4,Prospect,2026-04-02,Kenneth Espinoza
CON-10578,James Tucker,randy91@example.net,5672281463373,Johnson-Wade,APAC,8348.16,Closed Won,2024-10-15,Susan Blankenship
CON-10579,Adam Larson,justin88@example.com,5455492434393,"Smith, Santos and King",APAC,397416.6,closed won,2026-03-27,Tara Adams
CON-10580,Michelle Sexton,bakerelizabeth@example.com,5291624904412,Mccann Inc,APAC,467750.54,Closed Lost,2026-03-19,Luke Anderson
CON-10581,Matthew Hernandez,ronnieyoung@example.org,7033692826677,"Cruz, Mercer and Holder",North,19847.64,Closed Lost,2025-12-03,Robert Sanchez
CON-10582,Scott Garcia,carolynfarrell@example.org,1353617393972,"Martinez, Drake and Alvarez",APAC,178599.46,Closed Won,2025-07-28,Jennifer Quinn
CON-10583,Kelli Hobbs,lisa32@example.net,4695905711009,"Yang, Keller and Knight",North,314874.85,Closed Won,2024-10-17,
CON-10584,Melanie Fowler,cabrerapaige@example.com,9898249924079,Scott-Myers,East,88845.34,Proposal,2024-12-11,Amanda Glass
CON-10585,Jonathan Combs,ericjohnson@example.org,5013693240388,Wilson-Burns,West,300026.5,Closed Lost,2024-10-11,Mrs. Elizabeth Lee
CON-10586,Cindy Holland,william78@example.net,,Wilson Ltd,East,386747.43,Closed Lost,2025-02-10,Amanda Mccarty
CON-10587,Emma Edwards,blakejackson@example.net,0513935278130,Turner and Sons,East,388609.78,Qualified,2025-12-11,Katie Moreno
CON-10588,Robert Greene DDS,joel56@example.com,7687947219737,Turner-Shepherd,North,146665.29,Prospect,2025-02-01,Heather Jones
CON-10589,Robert Sims,andrew70@example.org,,Ramos and Sons,North,30334.23,Proposal,2026-01-16,Danielle Pineda
CON-10590,Lisa Diaz,nicolegarcia@example.com,5694333141772,Randall PLC,North,446869.08,Prospect,2025-08-29,Jonathan Nguyen
CON-10591,Kelly Lewis,ytodd@example.com,9129443233652,"Walker, Baldwin and Lucero",North,302992.05,Closed Won,2025-11-14,Brian Johnson
CON-10592,Sarah Martinez,lallen@example.org,5663985868276,"Jackson, Edwards and Mitchell",East,440913.45,Qualified,2024-06-10,James Foster
CON-10593,James Martin,hintonmichael@example.org,,Turner Inc,APAC,382372.82,CLOSED WON,2024-04-30,Janet Thomas
CON-10594,William Hendricks,,2462022989002,Park and Sons,APAC,365258.31,Prospect,2025-06-05,Aaron Elliott
CON-10595,Carl Thomas,,8988079156968,Garner Group,West,366165.46,Closed Won,2026-01-14,Christine Daniels
CON-10596,Allison Blake,huffmanricardo@example.net,9922723501019,"Caldwell, Roberts and Peters",South,343258.11,Closed Won,2024-10-29,Joshua Wright
CON-10597,Stacy Ward,dfritz@example.com,7125296513186,Garcia Ltd,West,290271.26,Qualified,2025-09-09,Gary Morales
CON-10598,Barbara Wilson,brandiking@example.net,5635010961032,Sanchez-Pearson,South,55947.17,Qualified,2025-10-09,Bobby Brown
CON-10599,Matthew Moore,turnerkathryn@example.net,9552551094211,Nguyen LLC,East,140989.92,Closed Won,2024-08-26,Tami Reyes
CON-10600,Richard Mclaughlin,michele18@example.com,5522525162156,Walker-Carr,East,492726.68,Qualified,2025-02-03,Crystal Salinas
CON-10601,Stefanie Santiago,kevinmurphy@example.org,9633042713560,Barnes-Shaw,APAC,433779.71,Closed Won,2025-07-14,Laura Willis
CON-10602,Nicole Greene,,7093458640386,"Hoffman, Terry and Hall",East,366270.0,Closed Won,2026-02-09,Jessica Smith
CON-10603,Michael Miller,panderson@example.org,7762471431102,"King, Rice and Martinez",West,415137.04,Closed Lost,2025-01-18,
CON-10604,James Weeks,ricesamuel@example.net,7531216310581,Benson and Sons,East,188360.49,Closed Won,2025-12-09,Sheila Owens
CON-10605,George Strong,shanecollins@example.net,1361866476220,Willis Group,East,64401.27,Prospect,2025-02-06,James Miller
CON-10606,Christopher Gonzalez,bromero@example.net,0860409888866,"Butler, Gonzalez and Gordon",East,268602.68,Prospect,2026-01-26,Randy Harrington
CON-10607,Christina Velasquez,,7234035131621,Nelson Ltd,West,41140.55,Proposal,2025-05-03,Zachary Delacruz
CON-10608,Melissa Peterson,villarrealvincent@example.net,3219232618802,Pennington LLC,West,51388.0,Qualified,2024-10-13,Julie Nguyen
CON-10609,Alexandra Taylor,melaniesimpson@example.org,3280177354337,"Ramsey, Shepherd and Robinson",North,25163.33,Proposal,2024-09-26,Regina Green
CON-10610,Mrs. Erin Mckay DVM,jamescollins@example.com,3946392927129,Smith and Sons,APAC,496693.32,Closed Won,2025-02-14,Gregory Ali
CON-10611,Deborah Smith,pjohnson@example.org,8670583048510,"Taylor, Vaughan and Goodwin",West,168161.21,Closed Lost,2025-09-01,Patricia Cole
CON-10612,Valerie Chandler,itucker@example.org,1247539605662,Gonzalez Ltd,East,310019.89,Proposal,2024-12-02,Timothy Howell
CON-10613,Donald Conrad,emily40@example.org,1916903679839,Shaw-Hernandez,East,453880.77,Prospect,2024-05-07,Elizabeth Davis
CON-10614,Jeffrey Nolan,psanchez@example.org,9913599451233,Weber PLC,South,268522.57,closed won,2024-10-14,Sarah Levine
CON-10615,Sandra Randolph,eric79@example.org,3114433441716,"Willis, Hall and Ashley",North,257466.68,Qualified,2025-01-31,Robert Morales
CON-10616,Ashley Gordon,qrobinson@example.org,0444210722446,Murphy LLC,South,401701.95,Closed Lost,2024-06-23,Joann Cruz
CON-10617,Jared Williamson,mario73@example.com,3101284940741,Downs-Carter,South,421584.3,Closed Won,2024-12-02,
CON-10618,Cody Bennett,xcastillo@example.org,8041077710652,"Richards, White and Green",APAC,191205.43,Prospect,2025-06-15,Joshua Colon
CON-10619,Miguel Ross,lauracarroll@example.net,7734119467791,"Davis, Baker and Moreno",East,238955.95,Prospect,2025-01-28,David Murphy
CON-10620,Patrick Miller,angelablackburn@example.net,3955619267126,Bell PLC,West,151520.09,Proposal,2026-02-09,Michelle Guerrero
CON-10621,Tyler Montgomery Jr.,xjackson@example.net,,Evans-Fields,South,209859.55,Closed Lost,2025-12-27,Jasmine Hicks
CON-10622,Kristopher Ford,doughertyjohn@example.org,8584890441801,"Cruz, Harding and Jones",West,313933.96,Closed Won,2025-09-02,Miranda Snyder
CON-10623,Susan Valdez,paulthomas@example.net,9901437320508,Kelly-Wade,APAC,40448.88,Prospect,2024-10-03,Melissa Thompson
CON-10624,Brooke Parks,kennethdunn@example.org,9681510237214,"Gonzalez, Haas and Edwards",East,326763.98,Qualified,2025-10-15,Daniel Johnson
CON-10625,James Clark,,,Fox and Sons,West,268595.16,Closed Lost,2025-01-29,Heather Dillon
CON-10626,Maria Jackson,mariajennings@example.com,5396779284754,Johnson-Harper,APAC,84012.74,Prospect,2025-03-19,Adam Warner
CON-10627,David Jefferson,isimmons@example.net,,Rivera-Baker,APAC,393518.5,Closed Lost,2024-12-02,Anthony Kline
CON-10628,Jessica Brown,johnescobar@example.org,8591041937655,Warner Group,West,199907.56,Qualified,2024-11-19,Joshua Ellis
CON-10629,Laura Schroeder,kevin69@example.com,5407527283878,Kim Group,South,254826.32,Prospect,2025-02-02,David Davis
CON-10630,Makayla Greer,harpernicholas@example.net,0133360398684,Hall Ltd,North,233905.95,Closed Won,2024-10-26,Kelly Campbell
CON-10631,Hunter Rice,ajenkins@example.net,2238614605088,Dominguez Ltd,APAC,-405299.42,Proposal,2026-01-30,Yolanda Carlson
CON-10632,Alexandra Boyd,donnasheppard@example.com,7600513417596,Baker Inc,West,419332.67,Qualified,2024-06-06,Frank Mcguire
CON-10633,Jeremy Kirk,,5390457560259,"Smith, Smith and Banks",West,137603.26,Proposal,2025-12-26,Kelsey Torres
CON-10634,Aaron Williams,rwelch@example.org,5830156153342,Brown Group,East,382319.79,Proposal,2024-08-26,Bethany Mack
CON-10635,Christopher Parker,skinnerkelly@example.com,5787613112959,Figueroa-Lopez,South,364099.52,Prospect,2025-10-09,Ronald Williams
CON-10636,Dana Smith,kennethsmith@example.net,5654168442034,Walker-Monroe,South,304937.33,Qualified,2026-02-23,Mrs. Rachel Abbott
CON-10637,Robert Hoover,rlarson@example.net,7139980385893,"Morris, Harper and Webb",West,450191.35,Prospect,2024-12-11,Ryan Johnson
CON-10638,Michelle Weiss,johnsonryan@example.net,9631892664019,Jefferson Ltd,North,231419.85,Proposal,2024-06-11,Ashley Glass
CON-10639,Steven Cook,dcarpenter@example.com,,Valdez and Sons,East,30023.41,closed won,2025-07-24,Amanda Walker
CON-10640,Becky Cross,pramirez@example.com,1396878238697,"Robinson, Mcknight and Curry",North,332432.01,Closed Won,2024-07-02,Kelsey Macias
CON-10641,Gregory Ellis,colleen48@example.com,2437362642382,Mcintyre and Sons,APAC,498407.55,Closed Won,2026-03-28,James Young
CON-10642,Joseph Mitchell,bmcguire@example.com,2043328527785,Mata-Alexander,East,368793.83,Qualified,2026-03-02,Sean Mejia
CON-10643,Steven Mitchell,vmccarthy@example.net,,Pineda-Hoffman,APAC,405212.57,Qualified,2025-06-29,Adrian Lane
CON-10644,Carmen Castro,ylewis@example.com,3639005050356,Thomas and Sons,APAC,29569.45,Closed Lost,2025-10-29,Becky Griffin
CON-10645,Julie Hurst,taylorluke@example.net,8631019017537,Torres-Brown,North,339319.5,Closed Won,2024-12-08,Angelica Mccall
CON-10646,Anita Montgomery,millsbrandon@example.net,9987546274063,Floyd PLC,West,314370.22,Closed Won,2025-12-15,Wanda Jensen
CON-10647,Dr. Vanessa Guerrero,jeffrey71@example.com,5511728643213,Lane Ltd,South,19197.53,Qualified,2024-05-20,Wendy Yates
CON-10648,Joel Blair,john80@example.org,4892474943713,Flores-Caldwell,West,302775.63,Closed Won,2026-02-09,Christina Nelson
CON-10649,Jennifer Black,taustin@example.com,0951072100793,George-Salas,East,132482.4,Prospect,2024-08-18,Mr. David Owens
CON-10650,Tyler Roy,mannlisa@example.org,4636816233448,Hawkins Ltd,East,-144551.86,Closed Won,2026-01-09,Robert Jones
CON-10651,Anita Diaz,hsilva@example.com,8776913822174,Lin Ltd,West,392140.44,Proposal,2025-05-10,Melissa Farrell
CON-10652,Amy Brown,jenna96@example.com,2289357014663,"Schroeder, Mcdonald and Williams",South,485515.9,Proposal,2025-10-12,Regina Thornton
CON-10653,Chase Brown,karengriffin@example.net,8101452895100,"Flowers, Foley and Schmidt",APAC,200888.04,Qualified,2026-04-25,Kelly Gregory
CON-10654,William Reese,kendra79@example.org,8161932329530,"French, Quinn and Harper",East,436362.43,Proposal,2026-04-07,Mark Reyes
CON-10655,Kathleen Carrillo,benjaminbrent@example.org,4282685987882,"Jordan, Schmitt and Jensen",East,428668.27,Qualified,2024-09-30,Gregory Gardner
CON-10656,Rebecca Mayer,gloria61@example.net,3413432363993,"Castillo, Cameron and Hernandez",East,166623.06,Qualified,2026-01-26,Glenn Henry
CON-10657,Hayden Ferguson,zharris@example.com,1202149069045,"Cole, Rice and Scott",East,163634.57,Proposal,2025-03-05,Joshua Cross
CON-10658,Rhonda Tate,ashleygordon@example.net,4522324940342,Sandoval Ltd,East,211565.21,Closed Lost,2025-05-17,Donald Gonzales
CON-10659,Casey Craig,michael25@example.com,8687014053330,Fitzgerald-Roth,East,412674.56,Qualified,2025-04-11,Kelly Fowler
CON-10660,Stephen Johnson,gregoryadams@example.org,4991268819898,Matthews-Rodriguez,APAC,402450.31,Closed Lost,2025-09-18,Anne Howell
CON-10661,Mary Fuller,udillon@example.org,5978449538515,Foster Inc,East,486155.92,Qualified,2025-11-15,Erin Henson
CON-10662,Amy Willis,thomas14@example.net,2646227306001,Vargas-Smith,North,281240.84,Closed Won,2025-12-05,Mr. Keith Sandoval
CON-10663,Maureen Juarez,thompsondavid@example.org,0148123145850,Montgomery-Knight,South,474817.23,Qualified,2024-12-24,Jennifer Le
CON-10664,Katherine Yates,morganjames@example.com,0114689213639,"Russell, Andrews and Ayala",APAC,181721.3,Closed Lost,2024-06-29,Samuel Booth
CON-10665,Wayne Armstrong,gmartinez@example.net,2765615143570,Lee and Sons,North,358909.72,CLOSED WON,2026-04-17,Kristina Jones
CON-10666,David Garcia,timothywhitaker@example.org,9411178140050,"Cook, Johnson and Bowman",North,234031.6,Closed Lost,2024-10-25,Daniel Fisher
CON-10667,Maria Esparza,hibarra@example.net,1115793227290,Clark Group,South,87471.27,Closed Won,2025-07-31,Pamela Jackson
CON-10668,Randy Ellis,emilydavidson@example.org,5155302586341,Foster and Sons,West,402572.48,Closed Lost,2025-03-13,Brian Brennan
CON-10669,Nancy Watkins,medwards@example.org,7466404087444,Banks-Moore,APAC,75580.94,Closed Won,2025-09-24,Timothy Kelly
CON-10670,Kimberly Peterson,jose75@example.com,3728752016313,"Simmons, Taylor and Murray",North,210920.54,Proposal,2024-06-01,Kathy Dean
CON-10671,Eric Richardson,judyross@example.org,9962735538545,Ramirez and Sons,North,256329.39,Closed Lost,2025-02-19,Todd Davis
CON-10672,Zachary Maddox,amandadiaz@example.org,8389275510421,"Bruce, Allen and Campbell",West,417620.07,Closed Won,2024-10-17,Gina Allen
CON-10673,Joshua Williams,,4471130298957,"Lee, Garcia and Shaffer",East,153271.43,Prospect,2025-12-25,Michael Elliott
CON-10674,Tiffany Gray,phyllis40@example.org,7781427860984,Frazier-Barrett,APAC,234263.18,Closed Lost,2026-01-30,
CON-10675,Alicia Garcia,jacobowens@example.org,2632362867293,"Miller, Roberts and Kramer",East,139214.91,Prospect,2026-01-28,Diane Richard
CON-10676,Elizabeth Howell,trojas@example.net,6174606713087,Nguyen-Wagner,North,175724.64,Qualified,2025-03-09,Deborah Blackwell
CON-10677,Stephanie Hernandez,cody20@example.org,5611838696101,Russell Group,West,433237.18,Prospect,2026-03-03,Kelsey Lewis
CON-10678,Kenneth Adams,,1735224088021,"Stone, Reilly and Wilson",East,211794.62,Prospect,2025-10-25,David Robles
CON-10679,Melissa Cross,katherineramos@example.com,3398851940644,West LLC,East,106249.74,Closed Won,2025-05-22,Katherine Kennedy
CON-10680,Carolyn Clark,uwebb@example.com,8285685427296,Tucker Inc,West,10730.96,Prospect,2025-01-04,Erin Rowland
CON-10681,Jessica Adams,davidross@example.com,1035528644834,Manning-Baldwin,West,189806.09,Qualified,2025-11-23,Samantha Jones
CON-10682,William Velazquez,rosemelissa@example.org,6231192997817,Kennedy-Sanchez,North,212285.71,Qualified,2024-07-10,Phillip Knapp
CON-10683,Victoria Barnes,erikarussell@example.com,8244249280048,"Brown, Wallace and Kelley",East,278593.73,Prospect,2025-10-28,Patricia Reed
CON-10684,Nicolas Thompson,silvabrandi@example.org,3059892534481,Brown-Martin,East,278994.82,Prospect,2025-10-09,William Reid
CON-10685,Troy Carter,joannhunter@example.com,4482748018876,"Doyle, Singh and Matthews",North,432030.39,Closed Lost,2024-09-24,
CON-10686,Dustin Sheppard,deanscott@example.net,7271387332543,Small and Sons,North,448902.39,Closed Won,2025-08-05,Adam Melendez
CON-10687,Mark Davidson,fcole@example.com,,Molina-Thompson,South,234851.77,Closed Lost,2024-08-26,Amanda Brewer
CON-10688,Jessica Dixon,wball@example.net,7066565739284,"Berger, Miller and Johnson",West,361415.73,Qualified,2025-12-09,Kerri White
CON-10689,Sara Peterson,ccannon@example.com,9750413016885,Soto Group,APAC,336246.09,Closed Won,2025-08-24,Miss Kimberly Jones
CON-10690,Jonathan Nunez,,2600858875718,Krause LLC,West,129407.31,Closed Won,2025-04-05,Nicole Malone
CON-10691,Katie Brown,rebecca30@example.org,1941288205436,Mcconnell LLC,South,479671.94,Proposal,2024-12-28,Whitney Mcdonald
CON-10692,William Stephens,hayskathryn@example.org,9599438618291,Campbell Group,West,180714.89,Prospect,2026-04-08,Becky Park
CON-10693,Scott Roberson,cynthiarowland@example.net,0135534429539,"Gay, Kelly and Kim",East,66954.71,Qualified,2024-10-09,Brian Rodriguez
CON-10694,Mariah Brown,michelle06@example.org,1782229967599,Fernandez-Williams,South,236821.16,Closed Won,2025-03-28,Joe Johnson
CON-10695,Evan Jones,aadams@example.net,8035079354731,Long Group,East,16018.85,Qualified,2025-10-26,
CON-10696,Katrina Mendoza MD,jonesanita@example.org,5131026443564,Gordon Group,West,257479.59,Qualified,2024-09-14,Laurie Klein
CON-10697,Benjamin Murray,turnermelinda@example.org,0481589489886,Russo LLC,East,105507.7,Closed Won,2025-04-13,Kevin Elliott
CON-10698,Caroline Ho,gonzalezdanny@example.net,9160576177907,Howard-Morales,West,465878.24,Closed Lost,2026-01-13,John Fields
CON-10699,Scott Ryan,christopher33@example.com,8939571612145,"Jefferson, Schmidt and Cervantes",West,230627.19,Prospect,2025-04-27,Jesse Bailey
CON-10700,Timothy Graves,shannonduncan@example.com,5712527785541,Marquez-Jones,West,466406.36,Prospect,2026-02-03,Cody Wright
CON-10701,Katelyn Sharp,josephweaver@example.org,8889144759350,Diaz and Sons,APAC,459835.16,Qualified,2025-06-24,Michelle Shah
CON-10702,Michelle Wise,kimberlymartinez@example.com,7611524597497,Mooney Ltd,West,399702.26,CLOSED WON,2024-08-07,Susan Palmer
CON-10703,Debra Roman,shelbytaylor@example.net,0228575666545,Golden LLC,West,240102.09,Proposal,2024-10-04,Christopher Yates
CON-10704,Christina Rogers,sarahhill@example.org,1345168881547,Taylor PLC,East,186862.47,Qualified,2024-08-14,Eric Baker
CON-10705,Jennifer Ibarra,caitlin11@example.net,8385245774624,Chavez Ltd,APAC,356384.18,Prospect,2024-12-11,Amanda Barber
CON-10706,Patrick Valdez,matthewwilson@example.org,0859367999736,King Ltd,West,111550.57,Closed Lost,2024-11-10,Jennifer Gray
CON-10707,Gary Atkinson,phillipsvictoria@example.net,7668206150494,Martinez-Martin,APAC,252787.7,Closed Lost,2025-10-02,Melinda Macdonald
CON-10708,Hannah Price,rodriguezrobert@example.net,4600229278695,Sullivan and Sons,North,-147317.58,Closed Won,2024-07-23,Mr. William Green MD
CON-10709,Jacob Morton,brenda95@example.org,,Davis and Sons,West,97410.57,Prospect,2026-04-28,Maria Smith
CON-10710,Jennifer Allen,lauracoleman@example.org,1123137554936,Meadows-Garner,East,273544.8,Qualified,2025-03-23,Joseph Gregory
CON-10711,James Jackson,gblair@example.net,,"Ford, Johnson and Williams",APAC,232040.72,Prospect,2025-06-01,Kathryn James
